lean	ocaml	recursive	Code.let	Code.fun	Code.jp	Code.jmp	Code.cases	Code.return	Code.unreach	LetValue.lit	LetValue.erased	LetValue.proj	LetValue.const	LetValue.fvar	LitValue.nat	LitValue.str	LitValue.uint8	LitValue.uint16	LitValue.uint32	LitValue.uint64	LitValue.usize	Arg.erased	Arg.fvar	Arg.type	Alt.alt	Alt.default	DeclValue.code	DeclValue.extern	declHash
Effect4.Cause.fail._redArg	cause_fail	false	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	6	4	0	0	0	1	0	10725284236957434704
Effect4.Program.causeOf	program_cause_of	true	24	0	0	0	8	11	0	0	0	0	24	0	0	0	0	0	0	0	0	11	25	0	16	2	1	0	9457042485382529284
Effect4.Program.asyncRoute	program_async_route	false	35	0	0	0	11	10	0	2	0	0	33	0	2	0	0	0	0	0	0	31	35	0	18	2	1	0	7262553214963935438
Effect4.Program.NativeOp.kind	program_native_op_kind	false	13	0	0	0	1	13	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	12	1	1	0	3316187330418484696
Effect4.Program.NativeOp.syncOpOf	program_native_op_sync_op_of	false	137	0	0	0	59	79	0	16	0	0	121	0	0	0	16	0	0	0	0	99	89	0	94	43	1	0	8717326583008451551
Effect4.Program.Point.child	program_point_child	false	6	0	0	0	1	1	0	1	0	0	5	0	1	0	0	0	0	0	0	2	12	0	1	0	1	0	16094098447165066956
Effect4.Prim.asExit?._redArg	prim_as_exit_opt	false	5	0	0	0	1	3	0	0	0	0	5	0	0	0	0	0	0	0	0	13	4	0	2	1	1	0	740540591130112162
Effect4.Program.Point.awaitExit	program_point_await_exit	false	6	0	0	0	5	3	0	0	0	0	6	0	0	0	0	0	0	0	0	8	6	0	7	0	1	0	14222100522500772345
Effect4.Prim.ofExit._redArg	prim_of_exit	false	2	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	14	2	0	2	0	1	0	16389009817197033351
Effect4.Program.updateContextAt	program_update_context_at	false	4	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	14	5	0	0	0	1	0	9014412789583495083
Effect4.Machine.Value.fiberHandle	value_fiber_handle	false	5	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	18370276275938341816
Effect4.Store.Image.list._redArg	store_image_list	false	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	5	4	0	0	0	1	0	6958140521904254051
Effect4.Machine.ctxImage	ctx_image	false	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	3	2	0	0	0	1	0	1220202135958188048
Effect4.Machine.DeferredStore.drainDue._redArg	deferred_store_drain_due	false	3	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	4	4	0	1	0	1	0	17914479044020365711
List.mapTR.loop._at_.Effect4.Machine.stores.spec_0	list_map_tr_loop_at_stores_spec_0	true	5	0	0	0	1	2	0	0	0	0	5	0	0	0	0	0	0	0	0	1	7	0	2	0	1	0	6246725102003852089
Effect4.Machine.progOf	prog_of	true	91	0	0	0	2	27	0	0	0	0	91	0	0	0	0	0	0	0	0	221	109	0	28	0	1	0	9809952371676580223
Effect4.Cause.die._redArg	cause_die	false	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	6	4	0	0	0	1	0	10096065514257342593
Effect4.Machine.finExit._redArg	fin_exit	false	5	0	0	0	2	3	0	0	0	0	5	0	0	0	0	0	0	0	0	13	3	0	2	2	1	0	13647692196439575444
Effect4.Exit.void	exit__void	false	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	5	1	0	0	0	1	0	5871985019515252759
Effect4.Machine.closeSeqStep	close_seq_step	false	7	0	0	0	1	2	0	0	0	0	7	0	0	0	0	0	0	0	0	15	12	0	2	0	1	0	1184124177082233894
Effect4.Machine.reasonsOfVal	reasons_of_val	true	10	0	0	0	6	7	0	1	0	0	8	1	1	0	0	0	0	0	0	5	4	0	9	3	1	0	17384479434002292755
Effect4.Machine.closeDone._redArg	close_done	false	3	0	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	16	2	0	2	0	1	0	5292085095127107823
Effect4.Machine.cancelProgram	cancel_program	false	14	0	1	2	2	5	0	0	0	0	14	0	0	0	0	0	0	0	0	35	16	0	5	2	1	0	2276323517876579053
Effect4.Machine.actionOf	action_of	false	35	0	0	0	1	22	0	0	0	0	35	0	0	0	0	0	0	0	0	204	41	0	22	0	1	0	16473186714885959780
Effect4.Machine.syncOpStep	sync_op_step	false	165	0	1	2	45	30	0	15	0	0	150	0	7	0	8	0	0	0	0	96	326	0	74	1	1	0	15808318556652023039
Effect4.Machine.DeferredStore.register._redArg	deferred_store_register	false	9	0	0	0	3	3	0	0	0	0	9	0	0	0	0	0	0	0	0	8	17	0	5	0	1	0	14365351895425541965
Effect4.Machine.TimerStore.sleep	timer_store_sleep	false	3	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	9	0	1	0	1	0	14431578939558481171
Effect4.Machine.finProgram	fin_program	false	39	0	0	0	4	13	0	0	0	0	39	0	0	0	0	0	0	0	0	99	45	0	16	0	1	0	5186975237059240151
Effect4.Machine.ScopeStore.status	scope_store_status	false	4	0	0	0	2	2	0	0	0	0	4	0	0	0	0	0	0	0	0	2	4	0	3	0	1	0	13587973608528675412
Effect4.Machine.ScopeStore.addFinalizer	scope_store_add_finalizer	false	8	0	0	0	3	2	0	0	0	0	8	0	0	0	0	0	0	0	0	8	14	0	4	0	1	0	1355476604413656845
Effect4.Machine.ScopeStore.removeFinalizer	scope_store_remove_finalizer	false	4	0	0	0	2	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0	3	0	1	0	10133633725205480817
Effect4.Machine.storesCloseScope._redArg	stores_close_scope	false	8	0	0	0	3	3	0	0	0	0	8	0	0	0	0	0	0	0	0	14	10	0	5	0	1	0	7069527067913427647
Effect4.Machine.causeImage	cause_image	false	5	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	8011377342251308461
Effect4.Exit.restoreAfterFinalizer._at_.Effect4.Machine.contEOf.spec_0._redArg	exit__restore_after_finalizer_at_cont_eof_spec_0	false	2	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	5	3	0	2	0	1	0	8461391928508696264
Effect4.Machine.TimerStore.clockStep._redArg	timer_store_clock_step	false	8	0	1	2	6	2	0	0	0	0	8	0	0	0	0	0	0	0	0	6	18	0	8	0	1	0	10856470555043559087
Effect4.Machine.Owed.mapCode._redArg	owed_map_code	false	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	5	0	1	0	1	0	6690662126676402873
Effect4.Machine.DeferredStore.wakeBatch._redArg	deferred_store_wake_batch	false	14	0	0	0	8	3	0	0	0	0	14	0	0	0	0	0	0	0	0	6	26	0	10	0	1	0	12945317851750752031
Effect4.Machine.Env.ambientScope	env_ambient_scope	false	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	11381641479029783834
List.mapTR.loop._at_.Effect4.Machine.exitsVal.spec_0	list_map_tr_loop_at_exits_val_spec_0	true	4	0	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	0	0	1	6	0	2	0	1	0	9357698972288772276
Effect4.Machine.stackKey	stack_key	false	10	0	0	0	3	4	0	7	0	0	3	0	3	4	0	0	0	0	0	0	6	0	6	0	1	0	1973622085188268693
Effect4.Program.runStmts	program_run_stmts	true	63	0	1	2	13	14	0	2	0	0	61	0	2	0	0	0	0	0	0	81	135	0	25	2	1	0	12438272182861262719
Effect4.Program.embedStep	program_embed_step	false	5	0	0	0	1	3	0	0	0	0	5	0	0	0	0	0	0	0	0	24	6	0	3	0	1	0	8428449689446539325
Effect4.Program.loopNextAt	program_loop_next_at	false	15	0	1	2	6	4	0	1	0	0	14	0	1	0	0	0	0	0	0	10	21	0	8	2	1	0	6445432497647134531
Effect4.Program.loopResumeAt	program_loop_resume_at	false	11	0	0	0	5	3	0	0	0	0	11	0	0	0	0	0	0	0	0	7	15	0	7	0	1	0	5325654463557320377
Effect4.Program.cancelProgramOf	program_cancel_program_of	false	10	0	1	2	2	4	0	0	0	0	10	0	0	0	0	0	0	0	0	14	13	0	4	2	1	0	12298872831998226143
Effect4.Program.embed	program_embed	true	41	0	0	0	2	19	0	0	0	0	41	0	0	0	0	0	0	0	0	135	53	0	20	0	1	0	9135394307271402944
Effect4.Program.actionAt	program_action_at	false	128	0	0	0	41	54	0	9	0	0	119	0	3	0	6	0	0	0	0	238	151	0	76	18	1	0	12938183090844636989
Effect4.Program.forkScopedAt	program_fork_scoped_at	false	12	0	0	0	6	5	0	1	0	0	11	0	1	0	0	0	0	0	0	15	14	0	6	4	1	0	13327880016828769285
Effect4.Program.embedAction	program_embed_action	false	31	0	0	0	1	23	0	0	0	0	31	0	0	0	0	0	0	0	0	209	40	0	23	0	1	0	8807579475073265470
Effect4.Program.resolve	program_resolve	false	5	0	0	0	3	3	0	0	0	0	5	0	0	0	0	0	0	0	0	1	5	0	3	2	1	0	7261341979395606169
Effect4.Program.resolveLayer	program_resolve_layer	false	5	0	0	0	3	3	0	0	0	0	5	0	0	0	0	0	0	0	0	1	8	0	3	2	1	0	11607604038877138060
Effect4.Program.externalRow	program_external_row	false	9	0	0	0	4	4	0	0	0	0	9	0	0	0	0	0	0	0	0	3	8	0	7	0	1	0	15083291120018095328
Effect4.Program.externalAdmits	program_external_admits	false	8	0	0	0	6	5	0	0	0	0	8	0	0	0	0	0	0	0	0	0	9	0	8	2	1	0	13034168598937493547
List.mapTR.loop._at_.Effect4.Program.interpOf.spec_0	list_map_tr_loop_at_program_interp_of_spec_0	true	5	0	0	0	1	2	0	0	0	0	5	0	0	0	0	0	0	0	0	1	7	0	2	0	1	0	5298371631574867264
Effect4.Program.Point.childWith	program_point_child_with	false	8	0	0	0	1	1	0	1	0	0	7	0	1	0	0	0	0	0	0	3	16	0	1	0	1	0	4724537948514711340
Effect4.Machine.Val.context?	val__context_opt	false	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	8662259493342062632
Effect4.Machine.Ctx.withScope	ctx_with_scope	false	4	0	0	0	0	1	0	1	0	0	3	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	15000608429674761895
Effect4.Program.Point.capture	program_point_capture	false	4	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	2	10	0	1	0	1	0	13641579144812640077
Effect4.Store.Val.beq	store_val__beq	true	30	0	0	0	19	30	0	0	0	0	30	0	0	0	0	0	0	0	0	0	28	0	36	12	1	0	3487890316456826916
Effect4.Program.exitOfVal	program_exit_of_val	false	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	15745066817858928315
Effect4.Program.provideLayerWithK	program_provide_layer_with_k	false	24	0	1	2	5	4	0	2	0	0	22	0	2	0	0	0	0	0	0	44	28	0	6	3	1	0	6401171261153135997
Effect4.Program.provideLayerBodyK	program_provide_layer_body_k	false	10	0	0	0	2	3	0	1	0	0	9	0	1	0	0	0	0	0	0	0	11	0	4	0	1	0	6911150412877684965
Effect4.Program.updateThenK	program_update_then_k	false	10	0	0	0	3	3	0	0	0	0	10	0	0	0	0	0	0	0	0	14	14	0	5	0	1	0	17221382547325186453
Effect4.Program.regionCode	program_region_code	false	8	0	0	0	1	4	0	0	0	0	8	0	0	0	0	0	0	0	0	14	18	0	4	0	1	0	7237876461778818255
Effect4.Program.buildWithScopeK	program_build_with_scope_k	false	8	0	0	0	2	2	0	0	0	0	8	0	0	0	0	0	0	0	0	14	9	0	3	0	1	0	4331052505822133579
Effect4.Machine.Env.currentMemoMapKey	env_current_memo_map_key	false	2	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	2580947289173894149
Effect4.Program.addCurrentMemoMapK	program_add_current_memo_map_k	false	8	0	0	0	1	2	0	1	0	0	7	0	0	0	1	0	0	0	0	7	8	0	2	0	1	0	13853512304930195951
Effect4.Program.innerLayerAt	program_inner_layer_at	false	33	0	0	0	4	9	0	2	0	0	31	0	2	0	0	0	0	0	0	57	55	0	9	3	1	0	12580566755786275943
Effect4.Program.scopeAddAt	program_scope_add_at	false	6	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	14	8	0	0	0	1	0	16966197971070466389
Effect4.Program.constructionAt	program_construction_at	false	23	0	0	0	4	5	0	4	0	0	19	0	2	0	2	0	0	0	0	3	24	0	5	3	1	0	10881381431913821587
Effect4.Program.provideThenK	program_provide_then_k	false	9	0	0	0	1	2	0	1	0	0	8	0	1	0	0	0	0	0	0	7	13	0	2	0	1	0	5564806315031448532
Effect4.Program.combineWithK	program_combine_with_k	false	7	0	0	0	2	3	0	0	0	0	7	0	0	0	0	0	0	0	0	14	7	0	4	0	1	0	13352638139752852577
Effect4.Program.mergeAllCount	program_merge_all_count	false	6	0	0	0	4	4	0	3	0	0	3	0	3	0	0	0	0	0	0	1	4	0	4	3	1	0	16697381671322121648
Effect4.Program.Point.spineChild	program_point_spine_child	false	5	0	0	0	0	1	0	1	0	0	4	0	1	0	0	0	0	0	0	0	7	0	0	0	1	0	6468618018210663266
Effect4.Program.mergeContextsK	program_merge_contexts_k	false	8	0	0	0	2	3	0	0	0	0	8	0	0	0	0	0	0	0	0	15	7	0	4	0	1	0	5846840853769631002
Effect4.Program.serviceLookupK	program_service_lookup_k	false	7	0	0	0	3	3	0	0	0	0	7	0	0	0	0	0	0	0	0	14	6	0	5	0	1	0	16244031025342925135
Effect4.Program.bindServiceK	program_bind_service_k	false	7	0	0	0	1	2	0	0	0	0	7	0	0	0	0	0	0	0	0	16	7	0	2	0	1	0	378849059273872064
Effect4.Program.caughtErrorValue?	program_caught_error_value_opt	false	11	0	0	0	2	3	0	0	0	0	11	0	0	0	0	0	0	0	0	4	12	0	4	0	1	0	13535546277367969706
Effect4.Program.orDieCause	program_or_die_cause	false	3	0	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	14494635787514872818
Effect4.Program.Decision.decide	program_decision_decide	false	21	0	0	0	4	7	0	0	0	0	21	0	0	0	0	0	0	0	0	21	19	0	8	2	1	0	8205567252598851351
Effect4.Program.Point.childBind	program_point_child_bind	false	2	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	2	0	1	0	5900893559955576992
Effect4.Program.Point.ofCapture	program_point_of_capture	false	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	1	0	1	0	6782708975492097927
Effect4.Program.externalValue	program_external_value	false	18	0	3	6	7	5	0	1	0	0	17	0	0	0	1	0	0	0	0	11	25	0	12	2	1	0	15565347994149897455
Effect4.Machine.fireState._at_.Effect4.Machine.stepDecisionState._at_.Effect4.Program.replayCheckedFrom.spec_1.spec_1	fire_state_at_step_decision_state_at_program_replay_checked_from_spec_1_spec_1	false	13	0	0	0	3	2	0	0	0	0	13	0	0	0	0	0	0	0	0	23	36	0	4	0	1	0	1269776426489242874
Effect4.Machine.flushAllState._at_.Effect4.Machine.stepDecisionState._at_.Effect4.Program.replayCheckedFrom.spec_1.spec_2	flush_all_state_at_step_decision_state_at_program_replay_checked_from_spec_1_spec_2	true	14	0	0	0	9	7	0	2	0	0	12	0	2	0	0	0	0	0	0	10	27	0	15	0	1	0	11840682026327784468
Effect4.Machine.driveState._at_.Effect4.Machine.stepDecisionState._at_.Effect4.Program.replayCheckedFrom.spec_1.spec_3	drive_state_at_step_decision_state_at_program_replay_checked_from_spec_1_spec_3	true	9	0	0	0	5	4	0	2	0	0	7	0	2	0	0	0	0	0	0	6	22	0	8	0	1	0	3470028514101087873
Effect4.Machine.stepDecisionState._at_.Effect4.Program.replayCheckedFrom.spec_1._lam_0	step_decision_state_at_program_replay_checked_from_spec_1__lam_0	false	2	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	11	17	0	1	0	1	0	7521363313996247191
Effect4.Machine.prepareAsyncAnswer._at_.Effect4.Machine.stepDecisionState._at_.Effect4.Program.replayCheckedFrom.spec_1.spec_4._redArg	prepare_async_answer_at_step_decision_state_at_program_replay_checked_from_spec_1_spec_4	false	9	0	1	3	8	2	0	0	0	0	7	2	0	0	0	0	0	0	0	5	15	0	11	0	1	0	10859922549788550966
Effect4.Machine.interruptRecord._at_.Effect4.Machine.stepDecisionState._at_.Effect4.Program.replayCheckedFrom.spec_1.spec_5._redArg	interrupt_record_at_step_decision_state_at_program_replay_checked_from_spec_1_spec_5	false	21	0	1	2	7	4	0	0	0	0	20	1	0	0	0	0	0	0	0	68	84	0	11	0	1	0	16714473458136082002
Effect4.Machine.advanceState._at_.Effect4.Machine.stepDecisionState._at_.Effect4.Program.replayCheckedFrom.spec_1.spec_6	advance_state_at_step_decision_state_at_program_replay_checked_from_spec_1_spec_6	true	24	0	0	0	12	6	0	2	0	0	21	1	2	0	0	0	0	0	0	43	62	0	17	0	1	0	10547372315774570982
List.filterMapTR.go._at_.Effect4.Api.compileReasons.spec_0	list_filter_map_tr_go_at_api_compile_reasons_spec_0	true	6	0	0	0	4	3	0	0	0	0	6	0	0	0	0	0	0	0	0	2	9	0	6	0	1	0	13259515083971786271
Effect4.Program.awaits	program_awaits	false	3	0	0	0	1	1	0	1	0	0	2	0	1	0	0	0	0	0	0	1	4	0	1	0	1	0	3832069832929886297
List.mapTR.loop._at_.Effect4.Api.hostReasons.spec_0	list_map_tr_loop_at_api_host_reasons_spec_0	true	5	0	0	0	3	2	0	0	0	0	5	0	0	0	0	0	0	0	0	1	8	0	4	0	1	0	6788661333917348269
List.mapTR.loop._at_.Effect4.Api.timerReasons.spec_0	list_map_tr_loop_at_api_timer_reasons_spec_0	true	4	0	0	0	2	2	0	0	0	0	4	0	0	0	0	0	0	0	0	1	7	0	3	0	1	0	17703935421128534048
List.any._at_.Effect4.Api.hasRunnable.spec_0	list_any_at_api_has_runnable_spec_0	true	5	0	0	0	4	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	7	0	1	0	5455250175965361575
Effect4.Machine.taskCmds._redArg	task_cmds	false	15	0	0	0	1	3	0	0	0	0	15	0	0	0	0	0	0	0	0	57	18	0	3	0	1	0	10487617852642846894
List.filterTR.loop._at_.Effect4.Supervision.raceComplete.spec_0	list_filter_tr_loop_at_supervision_race_complete_spec_0	true	5	0	0	0	2	3	0	0	0	0	5	0	0	0	0	0	0	0	0	1	11	0	4	0	1	0	700761300740038917
Effect4.Cause.interrupt._redArg	cause_interrupt	false	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	6	4	0	0	0	1	0	9207850800561856016
List.mapTR.loop._at_.Effect4.Cause.annotate.spec_0._redArg	list_map_tr_loop_at_cause_annotate_spec_0	true	4	0	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	0	0	1	10	0	2	0	1	0	7182849168057335337
Effect4.Cause.dedup._redArg	cause_dedup	true	5	0	0	0	1	2	0	0	0	0	5	0	0	0	0	0	0	0	0	2	15	0	2	0	1	0	16833849552514014968
Effect4.Machine.RunMachine.postTask._redArg	run_machine_post_task	false	11	0	0	0	2	2	0	0	0	0	11	0	0	0	0	0	0	0	0	22	35	0	3	0	1	0	18088320920495706695
Effect4.Machine.runloopTop._redArg	runloop_top	false	3	0	0	0	3	2	0	0	0	0	1	2	0	0	0	0	0	0	0	10	18	0	4	0	1	0	9893076378761291543
Effect4.Machine.countOp._redArg	count_op	false	3	0	0	0	1	1	0	1	0	0	2	0	1	0	0	0	0	0	0	10	18	0	1	0	1	0	458961790364263576
Effect4.Machine.injectYield._redArg	inject_yield	false	16	0	0	0	5	4	0	0	0	0	13	3	0	0	0	0	0	0	0	46	33	0	8	0	1	0	7989803722941564862
Effect4.Machine.RunMachine.halt._redArg	run_machine_halt	false	2	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	13	11	0	1	0	1	0	11638282387332510252
Effect4.Machine.exitFiber.exitStore._redArg	exit_fiber_exit_store	false	22	0	0	0	2	2	0	0	0	0	22	0	0	0	0	0	0	0	0	44	34	0	2	1	1	0	17705060739358148941
Effect4.Machine.exitFiber.exitInterruptChildren._redArg	exit_fiber_exit_interrupt_children	false	16	0	0	0	3	1	0	0	0	0	11	5	0	0	0	0	0	0	0	34	38	0	3	0	1	0	12105147491356631587
List.find?._at_.Effect4.Machine.RunMachine.race?.spec_0._redArg	list_find_opt_at_run_machine_race_opt_spec_0	true	4	0	0	0	3	3	0	0	0	0	4	0	0	0	0	0	0	0	0	2	5	0	5	0	1	0	7163454274731504365
List.mapTR.loop._at_.Effect4.Machine.RunMachine.updateRace.spec_0._redArg	list_map_tr_loop_at_run_machine_update_race_spec_0	true	4	0	1	2	4	2	0	0	0	0	4	0	0	0	0	0	0	0	0	1	10	0	6	0	1	0	2030575854521651834
Effect4.Machine.fireObserver._redArg._lam_0	fire_observer__red_arg__lam_0	false	3	0	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	9570014953883535186
Effect4.Machine.fireObserver._redArg._lam_1	fire_observer__red_arg__lam_1	false	3	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	11	19	0	1	0	1	0	8757653230024585548
Effect4.Machine.fireObserver._redArg._lam_2	fire_observer__red_arg__lam_2	false	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	6834401632959679402
Effect4.Machine.fireObserver._redArg._lam_3	fire_observer__red_arg__lam_3	false	4	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	12	20	0	1	0	1	0	14407887126984804182
Effect4.Machine.countdownWalk._redArg	countdown_walk	true	11	0	0	0	4	4	0	0	0	0	11	0	0	0	0	0	0	0	0	10	19	0	7	0	1	0	8122022715038079825
Effect4.Machine.fireObserver._redArg._lam_4	fire_observer__red_arg__lam_4	false	4	0	0	0	2	2	0	0	0	0	4	0	0	0	0	0	0	0	0	8	8	0	3	0	1	0	3770330645535059145
List.mapTR.loop._redArg	list_map_tr_loop	true	4	0	0	0	1	2	0	0	0	0	3	1	0	0	0	0	0	0	0	1	7	0	2	0	1	0	7576116368304496626
Effect4.Machine.countdownPark.resumePrim._redArg	countdown_park_resume_prim	false	6	0	0	0	7	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	0	9	0	1	0	15694237352366360342
Effect4.Machine.fireObserver._redArg._lam_5	fire_observer__red_arg__lam_5	false	3	0	0	0	2	2	0	0	0	0	3	0	0	0	0	0	0	0	0	7	9	0	3	0	1	0	12177393142965181030
Effect4.Exit.isSuccess._redArg	exit__is_success	false	2	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	8604033932537796157
Effect4.Machine.interruptEach._redArg	interrupt_each	false	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	7423614074240752475
Effect4.Supervision.raceComplete._redArg	supervision_race_complete	false	40	0	2	4	9	6	0	3	0	0	37	0	3	0	0	0	0	0	0	42	102	0	16	0	1	0	9268260052666755279
Effect4.Machine.linkScope._redArg._lam_0	link_scope__red_arg__lam_0	false	5	0	0	0	1	1	0	0	0	0	5	0	0	0	0	0	0	0	0	12	22	0	1	0	1	0	12222175100556577061
Effect4.Scope.tableInsert._redArg	scope_table_insert	false	9	0	0	0	1	2	0	0	0	0	9	0	0	0	0	0	0	0	0	5	16	0	2	0	1	0	12331999865380952528
Effect4.Program.Lit.toVal	program_lit_to_val	false	8	0	0	0	1	4	0	0	0	0	8	0	0	0	0	0	0	0	0	4	7	0	4	0	1	0	3130000584017964643
Effect4.Program.evalTerms	program_eval_terms	true	7	0	0	0	3	4	0	0	0	0	7	0	0	0	0	0	0	0	0	5	8	0	6	0	1	0	5685263154121726471
Effect4.Program.nativeAtom	program_native_atom	false	3	0	0	0	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	1	3	0	2	0	1	0	4368395985715147483
Effect4.Machine.Defect.ofError	defect_of_error	false	3	0	0	0	1	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	2	1	1	0	1054231179393915831
Effect4.Cause.combine._at_.Effect4.Exit.mergeFinalizer._at_.Effect4.Exit.restoreAfterFinalizer._at_.Effect4.Machine.contEOf.spec_0.spec_0.spec_1	cause_combine_at_exit__merge_finalizer_at_exit__restore_after_finalizer_at_cont_eof_spec_0_spec_0_spec_1	false	4	0	0	0	2	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	4	0	1	0	2526259400692440015
Effect4.Program.NativeOp.sleepMillisOf	program_native_op_sleep_millis_of	false	2	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	1	0	1	1	1	0	11326569151157239370
Effect4.Program.NativeOp.awaitCellOf	program_native_op_await_cell_of	false	5	0	0	0	2	3	0	1	0	0	4	0	0	0	1	0	0	0	0	3	3	0	3	1	1	0	3357839316270022950
List.find?._at_.Effect4.Program.Point.awaitExit.spec_0	list_find_opt_at_program_point_await_exit_spec_0	true	4	0	0	0	3	3	0	0	0	0	4	0	0	0	0	0	0	0	0	2	5	0	5	0	1	0	1062798198059721375
Effect4.Machine.Value.fiberHandle._lam_0	value_fiber_handle__lam_0	false	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3939184168087382770
Effect4.Machine.Value.fiberHandle._lam_1	value_fiber_handle__lam_1	false	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12956792775292173065
Effect4.Machine.HandleKind.handleOf	handle_kind_handle_of	false	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	3	4	0	0	0	1	0	421423371329857516
Effect4.Store.Image.equiv._redArg	store_image_equiv	false	3	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	3	6	0	0	0	1	0	17669742307221145648
Effect4.Store.Image.toList._redArg	store_image_to_list	false	3	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	1	4	0	1	0	1	0	16333432511298095427
Effect4.Store.Image.ofList._redArg	store_image_of_list	false	2	0	0	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	1	1	0	6080357040837643665
Effect4.Machine.ctxImage._lam_0	ctx_image__lam_0	false	9	0	0	0	1	1	0	1	0	0	8	0	1	0	0	0	0	0	0	4	11	0	1	0	1	0	165224061132093708
Effect4.Machine.ofCtx	of_ctx	false	14	0	0	0	9	10	0	1	0	0	13	0	1	0	0	0	0	0	0	10	7	0	11	7	1	0	17265132148682438317
Effect4.Machine.reasonsOfList	reasons_of_list	true	4	0	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	0	0	1	4	0	2	0	1	0	17660628293328768935
Effect4.Machine.raceEntrants	race_entrants	false	43	0	0	0	1	6	0	9	0	0	34	0	9	0	0	0	0	0	0	15	37	0	6	0	1	0	10353363836203981049
List.mapTR.loop._at_.Effect4.Machine.actionOf.spec_0	list_map_tr_loop_at_action_of_spec_0	true	4	0	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	0	0	1	6	0	2	0	1	0	5836278942687405935
List.mapTR.loop._at_.Effect4.Machine.actionOf.spec_1	list_map_tr_loop_at_action_of_spec_1	true	4	0	0	0	1	2	0	0	0	0	4	0	0	0	0	0	0	0	0	1	8	0	2	0	1	0	10587064495400455882
