Effect4.Api.M1Origin.forkScoped_none_origins: 21/21 binders; law Effect4.Api.forkScoped_none_origins; exact true; adapter false
Effect4.Program.Sched.M1OriginFibers.fmeans_make: 9/9 binders; law Effect4.Program.Sched.fmeans_make; exact true; adapter false
Effect4.Program.Sched.M1OriginFibers.make_pending_empty: 6/6 binders; law Effect4.Program.Sched.make_pending_empty; exact true; adapter false
Effect4.Program.Sched.M1OriginFibers.raceMeans_mk': 11/11 binders; law Effect4.Program.Sched.raceMeans_mk'; exact true; adapter false
Effect4.Program.Sched.M1OriginFibers.raceMeans_nextSite: 4/4 binders; law Effect4.Program.Sched.raceMeans_nextSite; exact true; adapter false
Effect4.Program.Sched.M1PendingOrigin.beginRace_pendingOk: 7/7 binders; law Effect4.Program.Sched.beginRace_pendingOk; exact false; adapter true
Effect4.Program.Sched.M1PendingOrigin.forkIn_pendingOk: 11/11 binders; law Effect4.Program.Sched.forkIn_pendingOk; exact false; adapter true
Effect4.Program.Sched.M1PendingOrigin.forkScoped_pendingOk: 10/10 binders; law Effect4.Program.Sched.forkScoped_pendingOk; exact false; adapter true
Effect4.Program.Sched.M1PendingOrigin.fork_pendingOk: 10/10 binders; law Effect4.Program.Sched.fork_pendingOk; exact false; adapter true
Effect4.Program.Typed.WorldControlWanted.heap_bad: 0/0 binders; law Effect4.Program.Typed.heap_bad; exact true; adapter false
Effect4.Program.Typed.WorldControlWanted.heap_good: 0/0 binders; law Effect4.Program.Typed.heap_good; exact true; adapter false
Effect4.Program.Typed.WorldControlWanted.invalid_refl: 0/0 binders; law Effect4.Program.Typed.invalid_refl; exact true; adapter false
Effect4.Program.Typed.WorldControlWanted.stores_ordered: 0/0 binders; law Effect4.Program.Typed.stores_ordered; exact true; adapter false
Effect4.Program.Typed.WorldControlWanted.world_order_refuses: 0/0 binders; law Effect4.Program.Typed.world_order_refuses; exact true; adapter false
Effect4.Program.Typed.WorldWanted.deferredMake_extension: 6/6 binders; law Effect4.Program.Typed.deferredMake_extension; exact true; adapter false
Effect4.Program.Typed.WorldWanted.fork_extension: 4/4 binders; law Effect4.Program.Typed.fork_extension; exact true; adapter false
Effect4.Program.Typed.WorldWanted.heapNat_iff: 2/2 binders; law Effect4.Program.Typed.heapNat_iff; exact true; adapter false
Effect4.Program.Typed.WorldWanted.heapNotMonotone: 0/0 binders; law Effect4.Program.Typed.heapNotMonotone; exact true; adapter false
Effect4.Program.Typed.WorldWanted.heap_coverage_iff: 1/1 binders; law Effect4.Program.Typed.heap_coverage_iff; exact true; adapter false
Effect4.Program.Typed.WorldWanted.heap_typed_at_mono: 6/6 binders; law Effect4.Program.Typed.heap_typed_at_mono; exact true; adapter false
Effect4.Program.Typed.WorldWanted.insert_extends: 7/7 binders; law Effect4.Program.Typed.insert_extends; exact true; adapter false
Effect4.Program.Typed.WorldWanted.insert_here: 6/6 binders; law Effect4.Program.Typed.insert_here; exact true; adapter false
Effect4.Program.Typed.WorldWanted.insert_other: 8/8 binders; law Effect4.Program.Typed.insert_other; exact true; adapter false
Effect4.Program.Typed.WorldWanted.memoBuild_extension: 8/8 binders; law Effect4.Program.Typed.memoBuild_extension; exact true; adapter false
Effect4.Program.Typed.WorldWanted.order_refl: 1/1 binders; law Effect4.Program.Typed.order_refl; exact true; adapter false
Effect4.Program.Typed.WorldWanted.order_trans: 5/5 binders; law Effect4.Program.Typed.order_trans; exact true; adapter false
Effect4.Program.Typed.WorldWanted.promise_coverage_iff: 1/1 binders; law Effect4.Program.Typed.promise_coverage_iff; exact true; adapter false
Effect4.Program.Typed.WorldWanted.promise_typed_at_mono: 6/6 binders; law Effect4.Program.Typed.promise_typed_at_mono; exact true; adapter false
Effect4.Program.Typed.WorldWanted.protocol_order: 0/0 binders; law Effect4.Program.Typed.protocol_order; exact true; adapter false
Effect4.Program.Typed.WorldWanted.refMake_extension: 8/8 binders; law Effect4.Program.Typed.refMake_extension; exact true; adapter false
Effect4.Program.Typed.WorldWanted.ref_completion_inv: 3/3 binders; law Effect4.Program.Typed.ref_completion_inv; exact true; adapter false
Effect4.Program.Typed.WorldWanted.table_refl: 3/3 binders; law Effect4.Program.Typed.table_refl; exact true; adapter false
Effect4.Program.Typed.WorldWanted.table_trans: 7/7 binders; law Effect4.Program.Typed.table_trans; exact true; adapter false
Effect4: 236 paired, 73 without a namesake, 0 mismatches
OPEN Effect4.Api.M1Origin.source_fork_site
OPEN Effect4.Api.TraceFacts.M1Trace.step_agrees
OPEN Effect4.Program.Guard.M4Handshake.parkHandshake_reachable
OPEN Effect4.Api.TraceFacts.M1Trace.reachable_agrees
OPEN Effect4.Api.M1Origin.source_two_race_sites
OPEN Effect4.Api.M1Origin.source_forkScoped_site
OPEN Effect4.Api.M1Origin.source_race_site
OPEN Effect4.Program.Typed.WorldWanted.park_extension
OPEN Effect4.Api.M1Origin.source_forkIn_site
OPEN Effect4.Run.M1Trace.observe_replace_trace
UNIQUE LEDGER: 309 total; 299 proved; 10 open
structure Effect4.Program.Typed.Preds (W : Type) : Type
number of parameters: 1
fields:
  Effect4.Program.Typed.Preds.SavedOk : W → Effect4.Program.Typed.Expect → Effect4.Program.Sched.RSaved → Prop
  Effect4.Program.Typed.Preds.PendingOk : W →
      Effect4.Program.Typed.Expect →
        List
            (Effect4.Machine.Pending Effect4.Program.EffName Effect4.Machine.Val Effect4.Machine.Err
              Effect4.Machine.Defect Effect4.FiberId Effect4.Machine.Ann) →
          Prop
  Effect4.Program.Typed.Preds.exit : W →
      Effect4.Program.Typed.Expect →
        Effect4.Exit Effect4.Machine.Val Effect4.Machine.Err Effect4.Machine.Defect Effect4.FiberId
            Effect4.Machine.Ann →
          Prop
  Effect4.Program.Typed.Preds.ResumeOk : W →
      Effect4.Program.Typed.Expect → Effect4.FiberId → Nat → Effect4.Program.Sched.RProgram → Prop
  Effect4.Program.Typed.Preds.ServiceOk : W → Effect4.Program.Typed.Expect → Effect4.Machine.Ctx → Prop
  Effect4.Program.Typed.Preds.RaceOk : W →
      Effect4.Program.Typed.Expect →
        List
            (Effect4.Machine.Race Effect4.Program.EffName Effect4.Program.EffThunk Effect4.Machine.Val
              Effect4.Machine.Err Effect4.Machine.Defect Effect4.FiberId Effect4.Machine.Ann
              Effect4.Program.Sched.RProgram) →
          Prop
  Effect4.Program.Typed.Preds.PromiseTable : W → Effect4.Machine.Stores → Prop
  Effect4.Program.Typed.Preds.HeapCell : W → Effect4.Machine.RefKey → Effect4.Machine.Val → Prop
  Effect4.Program.Typed.Preds.PromiseCell : W → Effect4.Machine.DeferredKey → Effect4.Machine.DeferredCell → Prop
  Effect4.Program.Typed.Preds.CaptureOk : W → Effect4.Program.Typed.Expect → Effect4.Machine.Capture → Prop
constructor:
  Effect4.Program.Typed.Preds.mk {W : Type}
    (SavedOk : W → Effect4.Program.Typed.Expect → Effect4.Program.Sched.RSaved → Prop)
    (PendingOk :
      W →
        Effect4.Program.Typed.Expect →
          List
              (Effect4.Machine.Pending Effect4.Program.EffName Effect4.Machine.Val Effect4.Machine.Err
                Effect4.Machine.Defect Effect4.FiberId Effect4.Machine.Ann) →
            Prop)
    (exit :
      W →
        Effect4.Program.Typed.Expect →
          Effect4.Exit Effect4.Machine.Val Effect4.Machine.Err Effect4.Machine.Defect Effect4.FiberId
              Effect4.Machine.Ann →
            Prop)
    (ResumeOk : W → Effect4.Program.Typed.Expect → Effect4.FiberId → Nat → Effect4.Program.Sched.RProgram → Prop)
    (ServiceOk : W → Effect4.Program.Typed.Expect → Effect4.Machine.Ctx → Prop)
    (RaceOk :
      W →
        Effect4.Program.Typed.Expect →
          List
              (Effect4.Machine.Race Effect4.Program.EffName Effect4.Program.EffThunk Effect4.Machine.Val
                Effect4.Machine.Err Effect4.Machine.Defect Effect4.FiberId Effect4.Machine.Ann
                Effect4.Program.Sched.RProgram) →
            Prop)
    (PromiseTable : W → Effect4.Machine.Stores → Prop)
    (HeapCell : W → Effect4.Machine.RefKey → Effect4.Machine.Val → Prop)
    (PromiseCell : W → Effect4.Machine.DeferredKey → Effect4.Machine.DeferredCell → Prop)
    (CaptureOk : W → Effect4.Program.Typed.Expect → Effect4.Machine.Capture → Prop) : Effect4.Program.Typed.Preds W
def Effect4.Program.Typed.TaskOk : {W : Type} →
  Effect4.Program.Typed.Preds W →
    W →
      Effect4.Program.Typed.Expect →
        Effect4.Machine.Task Effect4.Program.EffName Effect4.Program.EffThunk Effect4.Machine.Val Effect4.Machine.Err
            Effect4.Machine.Defect Effect4.FiberId Effect4.Machine.Ann Effect4.Program.Sched.RProgram →
          Prop :=
fun {W} P w e x =>
  match x with
  | Effect4.Machine.Task.start child => True
  | Effect4.Machine.Task.resume target token answer => P.ResumeOk w e target token answer
  | Effect4.Machine.Task.wake list phase => True
def Effect4.Program.Typed.CmdOk : {W : Type} →
  Effect4.Program.Typed.Preds W →
    W →
      Effect4.Program.Typed.Expect →
        Effect4.Machine.Cmd Effect4.Program.EffName Effect4.Program.EffThunk Effect4.Machine.Val Effect4.Machine.Err
            Effect4.Machine.Defect Effect4.FiberId Effect4.Machine.Ann Effect4.Program.Sched.RProgram →
          Prop :=
fun {W} P w e x =>
  match x with
  | Effect4.Machine.Cmd.evaluate fiber => True
  | Effect4.Machine.Cmd.loop fiber yielding => True
  | Effect4.Machine.Cmd.deliver fiber yielding => True
  | Effect4.Machine.Cmd.finish fiber exit => P.exit w (Effect4.Program.Typed.Expect.fiber fiber) exit
  | Effect4.Machine.Cmd.resume fiber token answer => P.ResumeOk w e fiber token answer
  | Effect4.Machine.Cmd.launch race => True
  | Effect4.Machine.Cmd.enrollRace race child => True
  | Effect4.Machine.Cmd.registrationDone race yielding => True
  | Effect4.Machine.Cmd.interruptTarget target who extra => True
  | Effect4.Machine.Cmd.afterInterrupt host yielding kind => True
  | Effect4.Machine.Cmd.raceCancel race host yielding remaining visited => True
  | Effect4.Machine.Cmd.trackChild parent child => True
  | Effect4.Machine.Cmd.observe fiber exit observer => P.exit w (Effect4.Program.Typed.Expect.fiber fiber) exit
  | Effect4.Machine.Cmd.exitDone fiber => True
  | Effect4.Machine.Cmd.closeParAwait host yielding fibers => True
  | Effect4.Machine.Cmd.link mode scope target interruptor extra => True
  | Effect4.Machine.Cmd.drainDue => True
  | Effect4.Machine.Cmd.wake list phase => True
structure Effect4.Program.Typed.RSavedOk {W : Type} (P : Effect4.Program.Typed.Preds W) (w : W)
  (e : Effect4.Program.Typed.Expect) (x : Effect4.Program.Sched.RSaved) : Prop
number of parameters: 5
fields:
  Effect4.Program.Typed.RSavedOk.c0 : P.SavedOk w e x
constructor:
  Effect4.Program.Typed.RSavedOk.mk {W : Type} {P : Effect4.Program.Typed.Preds W} {w : W}
    {e : Effect4.Program.Typed.Expect} {x : Effect4.Program.Sched.RSaved} (c0 : P.SavedOk w e x) :
    Effect4.Program.Typed.RSavedOk P w e x
structure Effect4.Program.Typed.CaptureOk {W : Type} (P : Effect4.Program.Typed.Preds W) (w : W)
  (e : Effect4.Program.Typed.Expect) (x : Effect4.Machine.Capture) : Prop
number of parameters: 5
fields:
  Effect4.Program.Typed.CaptureOk.c0 : P.CaptureOk w e x
constructor:
  Effect4.Program.Typed.CaptureOk.mk {W : Type} {P : Effect4.Program.Typed.Preds W} {w : W}
    {e : Effect4.Program.Typed.Expect} {x : Effect4.Machine.Capture} (c0 : P.CaptureOk w e x) :
    Effect4.Program.Typed.CaptureOk P w e x
theorem Effect4.Program.Typed.RSavedOk.frame_interruptible : ∀ {W : Type} (P : Effect4.Program.Typed.Preds W) (w : W)
  (e : Effect4.Program.Typed.Expect) (x : Effect4.Program.Sched.RSaved),
  Effect4.Program.Typed.RSavedOk P w e x →
    ∀ (value : Bool),
      P.SavedOk w e
          { current := x.1, stack := x.2, interruptible := value, interruptedCause := x.4, deferredInterrupt := x.5 } →
        Effect4.Program.Typed.RSavedOk P w e
          { current := x.1, stack := x.2, interruptible := value, interruptedCause := x.4, deferredInterrupt := x.5 } :=
fun {W} P w e x before value clause0 => { c0 := clause0 }
theorem Effect4.Program.Typed.CaptureOk.frame_root : ∀ {W : Type} (P : Effect4.Program.Typed.Preds W) (w : W)
  (e : Effect4.Program.Typed.Expect) (x : Effect4.Machine.Capture),
  Effect4.Program.Typed.CaptureOk P w e x →
    ∀ (value : Nat),
      P.CaptureOk w e { path := x.1, env := x.2, fuel := x.3, tape := x.4, ctx := x.5, root := value } →
        Effect4.Program.Typed.CaptureOk P w e
          { path := x.1, env := x.2, fuel := x.3, tape := x.4, ctx := x.5, root := value } :=
fun {W} P w e x before value clause0 => { c0 := clause0 }
inductive Effect4.Program.Typed.Contracts.FrameAccepts : (Effect4.Program.Typed.World →
    Effect4.Program.EffTy → Effect4.Program.Sched.RProgram → Prop) →
  Effect4.Program.Typed.Contracts.FrameProtocols →
    Effect4.Program.Typed.World →
      Effect4.Program.EffTy → Effect4.Program.EffTy → Effect4.Program.Sched.ScopeFrame → Prop
number of parameters: 4
constructors:
Effect4.Program.Typed.Contracts.FrameAccepts.resume : ∀
  {TypedProg : Effect4.Program.Typed.World → Effect4.Program.EffTy → Effect4.Program.Sched.RProgram → Prop}
  {hooks : Effect4.Program.Typed.Contracts.FrameProtocols} {w : Effect4.Program.Typed.World}
  {tin tout : Effect4.Program.EffTy} (kind : Effect4.Program.Sched.GuardKind)
  (next : Effect4.Machine.ExitV → Effect4.Program.Sched.RProgram),
  (∀ (ex : Effect4.Machine.ExitV),
      Effect4.Program.Typed.Contracts.ExitFits w tin ex → kind.hasExitArm ex = true → TypedProg w tout (next ex)) →
    (∀ (ex : Effect4.Machine.ExitV),
        Effect4.Program.Typed.Contracts.ExitFits w tin ex →
          (kind.hasExitArm ex = false ∨ ∃ cause, ex = Effect4.Exit.failure cause) →
            Effect4.Program.Typed.Contracts.ExitFits w tout ex) →
      Effect4.Program.Typed.Contracts.FrameAccepts TypedProg hooks w tin tout
        (Effect4.Program.Sched.ScopeFrame.resume kind next)
Effect4.Program.Typed.Contracts.FrameAccepts.answer : ∀
  {TypedProg : Effect4.Program.Typed.World → Effect4.Program.EffTy → Effect4.Program.Sched.RProgram → Prop}
  {hooks : Effect4.Program.Typed.Contracts.FrameProtocols} {w : Effect4.Program.Typed.World}
  {tin tout : Effect4.Program.EffTy} (next : Effect4.Machine.ExitV → Effect4.Program.Sched.RProgram),
  (∀ (ex : Effect4.Machine.ExitV), Effect4.Program.Typed.Contracts.ExitFits w tin ex → TypedProg w tout (next ex)) →
    Effect4.Program.Typed.Contracts.FrameAccepts TypedProg hooks w tin tout
      (Effect4.Program.Sched.ScopeFrame.answer next)
Effect4.Program.Typed.Contracts.FrameAccepts.restoreMask : ∀
  {TypedProg : Effect4.Program.Typed.World → Effect4.Program.EffTy → Effect4.Program.Sched.RProgram → Prop}
  {hooks : Effect4.Program.Typed.Contracts.FrameProtocols} {w : Effect4.Program.Typed.World}
  (ty : Effect4.Program.EffTy) (flag : Bool),
  Effect4.Program.Typed.Contracts.FrameAccepts TypedProg hooks w ty ty
    (Effect4.Program.Sched.ScopeFrame.restoreMask flag)
Effect4.Program.Typed.Contracts.FrameAccepts.asyncFinalizer : ∀
  {TypedProg : Effect4.Program.Typed.World → Effect4.Program.EffTy → Effect4.Program.Sched.RProgram → Prop}
  {hooks : Effect4.Program.Typed.Contracts.FrameProtocols} {w : Effect4.Program.Typed.World}
  {tin tout : Effect4.Program.EffTy} (name : Effect4.Program.EffName),
  hooks.asyncFinalizer w tin tout name →
    Effect4.Program.Typed.Contracts.FrameAccepts TypedProg hooks w tin tout
      (Effect4.Program.Sched.ScopeFrame.asyncFinalizer name)
Effect4.Program.Typed.Contracts.FrameAccepts.finalizerMask : ∀
  {TypedProg : Effect4.Program.Typed.World → Effect4.Program.EffTy → Effect4.Program.Sched.RProgram → Prop}
  {hooks : Effect4.Program.Typed.Contracts.FrameProtocols} {w : Effect4.Program.Typed.World}
  (ty : Effect4.Program.EffTy) (flag : Bool),
  Effect4.Program.Typed.Contracts.FrameAccepts TypedProg hooks w ty ty
    (Effect4.Program.Sched.ScopeFrame.finalizerMask flag)
Effect4.Program.Typed.Contracts.FrameAccepts.iter : ∀
  {TypedProg : Effect4.Program.Typed.World → Effect4.Program.EffTy → Effect4.Program.Sched.RProgram → Prop}
  {hooks : Effect4.Program.Typed.Contracts.FrameProtocols} {w : Effect4.Program.Typed.World}
  {tin tout : Effect4.Program.EffTy} (name : Effect4.Program.EffName),
  hooks.iterator w tin tout name →
    Effect4.Program.Typed.Contracts.FrameAccepts TypedProg hooks w tin tout (Effect4.Program.Sched.ScopeFrame.iter name)
Effect4.Program.Typed.Contracts.FrameAccepts.loop : ∀
  {TypedProg : Effect4.Program.Typed.World → Effect4.Program.EffTy → Effect4.Program.Sched.RProgram → Prop}
  {hooks : Effect4.Program.Typed.Contracts.FrameProtocols} {w : Effect4.Program.Typed.World}
  {tin tout : Effect4.Program.EffTy} (name : Effect4.Program.EffName) (cursor : Effect4.Machine.Val),
  hooks.loop w tin tout name cursor →
    Effect4.Program.Typed.Contracts.FrameAccepts TypedProg hooks w tin tout
      (Effect4.Program.Sched.ScopeFrame.loop name cursor)
inductive Effect4.Program.Typed.Contracts.StackAccepts : (Effect4.Program.Typed.World →
    Effect4.Program.EffTy → Effect4.Program.Sched.RProgram → Prop) →
  Effect4.Program.Typed.Contracts.FrameProtocols →
    Effect4.Program.Typed.World →
      Effect4.Program.EffTy → Effect4.Program.EffTy → List Effect4.Program.Sched.ScopeFrame → Prop
number of parameters: 3
constructors:
Effect4.Program.Typed.Contracts.StackAccepts.nil : ∀
  {TypedProg : Effect4.Program.Typed.World → Effect4.Program.EffTy → Effect4.Program.Sched.RProgram → Prop}
  {hooks : Effect4.Program.Typed.Contracts.FrameProtocols} {w : Effect4.Program.Typed.World}
  (ty : Effect4.Program.EffTy), Effect4.Program.Typed.Contracts.StackAccepts TypedProg hooks w ty ty []
Effect4.Program.Typed.Contracts.StackAccepts.cons : ∀
  {TypedProg : Effect4.Program.Typed.World → Effect4.Program.EffTy → Effect4.Program.Sched.RProgram → Prop}
  {hooks : Effect4.Program.Typed.Contracts.FrameProtocols} {w : Effect4.Program.Typed.World}
  {tin middle tout : Effect4.Program.EffTy} {frame : Effect4.Program.Sched.ScopeFrame}
  {rest : List Effect4.Program.Sched.ScopeFrame},
  Effect4.Program.Typed.Contracts.FrameAccepts TypedProg hooks w tin middle frame →
    Effect4.Program.Typed.Contracts.StackAccepts TypedProg hooks w middle tout rest →
      Effect4.Program.Typed.Contracts.StackAccepts TypedProg hooks w tin tout (frame :: rest)
def Effect4.Program.Typed.Contracts.SavedOk : (Effect4.Program.Typed.World →
    Effect4.Program.EffTy → Effect4.Program.Sched.RProgram → Prop) →
  Effect4.Program.Typed.Contracts.FrameProtocols →
    Effect4.Program.Typed.World → Effect4.Program.EffTy → Effect4.Program.Sched.RSaved → Prop :=
fun TypedProg hooks w final x =>
  ∃ tin,
    TypedProg w tin x.current ∧
      Effect4.Program.Typed.Contracts.StackAccepts TypedProg hooks w tin final x.stack ∧
        Effect4.Program.Typed.Contracts.InterruptProvenance x
def Effect4.Program.Typed.Contracts.ResumeOk : (Effect4.Program.Typed.World →
    Effect4.Program.EffTy → Effect4.Program.Sched.RProgram → Prop) →
  Effect4.Program.Typed.World → Effect4.FiberId → Nat → Effect4.Program.Sched.RProgram → Prop :=
fun TypedProg w target token code => ∀ (ty : Effect4.Program.EffTy), w.Θ target token = some ty → TypedProg w ty code
'Effect4.Program.Typed.Contracts.Example.changing_middle' depends on axioms: [propext, Quot.sound]
'Effect4.Program.Typed.Contracts.Example.middle_differs' does not depend on any axioms
'Effect4.Program.Typed.order_refl' depends on axioms: [propext, Quot.sound]
'Effect4.Program.Typed.order_trans' depends on axioms: [propext, Quot.sound]
'Effect4.Program.Typed.fork_extension' depends on axioms: [propext, Quot.sound]
'Effect4.Program.Typed.refMake_extension' depends on axioms: [propext, Quot.sound]
'Effect4.Program.Typed.deferredMake_extension' depends on axioms: [propext, Quot.sound]
'Effect4.Program.Typed.memoBuild_extension' depends on axioms: [propext, Quot.sound]
'Effect4.Program.Typed.RSavedOk.frame_interruptible' depends on axioms: [propext]
'Effect4.Program.Typed.CaptureOk.frame_root' depends on axioms: [propext]
